,id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
37889,37889,Audi,A5 2.0T Premium,2012,137273,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,7995
36131,36131,RAM,1500 Laramie,2022,10458,Gasoline,5.7L V8 16V MPFI OHV,7-Speed Automatic,Delmonico Red Pearlcoat,Black,None reported,Yes,32085
22923,22923,Hummer,H2 Base,2008,140000,Gasoline,393.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,6730
10283,10283,Audi,Q5 S line Premium Plus,2021,45843,Hybrid,2.0 Liter TFSI,Automatic,Navarre Blue,Black,None reported,Yes,37400
4393,4393,Chevrolet,Corvette Z06,2007,143095,Gasoline,405.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,6999
52552,52552,RAM,1500 Limited,2019,49279,Gasoline,305.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,39799
8823,8823,Ford,Mustang GT Premium,2012,143390,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,11400
50141,50141,Lexus,GX 460 Premium,2017,116300,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,None reported,Yes,29000
35070,35070,Ford,Mustang GT Premium,2019,35500,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,62900
19414,19414,BMW,740 i,2012,120000,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,19950
15054,15054,RAM,3500 Tradesman,2023,46000,Diesel,400.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Green,Black,None reported,Yes,56900
38187,38187,Jeep,Wrangler Sport,2016,86250,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,23000
23114,23114,Ford,Fusion SE,2015,80800,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,15700
23824,23824,Mercedes-Benz,SLC 300 Base,2019,23900,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,17999
35957,35957,Audi,A4 2.0T Premium,2012,90818,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,24000
4946,4946,Chevrolet,Tahoe LTZ,2015,140401,E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Silver,Black,At least 1 accident or damage reported,Yes,16750
3015,3015,Ford,Mustang EcoBoost Premium,2017,87500,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,31000
27341,27341,Kia,Sorento SX,2011,171000,Gasoline,276.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,5999
4878,4878,Lexus,LX 570 Base,2016,33655,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Brown,At least 1 accident or damage reported,Yes,42000
3621,3621,Audi,S6 4.0T Premium Plus,2020,15509,Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,84900
24908,24908,Mercedes-Benz,SL-Class SL600 Roadster,2005,93000,Gasoline,493.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,Yes,22500
21400,21400,Jaguar,XK8 Base,2000,90000,Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,13700
47146,47146,Land,Rover Range Rover HSE,2011,156856,Gasoline,230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,6500
29183,29183,Land,Rover Defender SE,2022,13000,Gasoline,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Blue,Beige,None reported,Yes,92500
49865,49865,Volvo,XC60 T6 Inscription,2019,22500,Gasoline,330.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,29000
17315,17315,Lexus,RX 350 Base,2009,131095,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,13500
26575,26575,Nissan,GT-R Premium,2010,97097,Gasoline,485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Orange,Black,None reported,Yes,22000
9732,9732,Jaguar,XF Premium,2013,89988,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,24000
9646,9646,Jeep,Wrangler Sahara,2009,85760,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,12000
18335,18335,Bentley,Continental GT V8 S,2023,4700,Gasoline,521.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,29500
16167,16167,Ford,Romeo Giulia Base,2017,48000,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,49700
22716,22716,BMW,M3 Base,2014,40989,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Gold,None reported,Yes,35500
7690,7690,BMW,330 i xDrive,2019,59980,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,29000
45864,45864,Ford,F-150 XLT,2018,94000,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Gray,None reported,Yes,34999
19179,19179,Subaru,Outback 2.5i Limited,2015,162000,Gasoline,173.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,13500
6867,6867,Mercedes-Benz,E-Class E 350,2014,88000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,23000
15736,15736,Ford,F-150 XLT,2021,35921,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Agate Black Metallic,Black,None reported,Yes,55460
45645,45645,Audi,A8 L 3.0T,2014,37500,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,25000
15532,15532,Lexus,Commander Sport,2007,123921,E85 Flex Fuel,235.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None reported,Yes,7900
50998,50998,Ferrari,Roma Base,2021,3000,Gasoline,611.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Blue,None reported,Yes,145000
6268,6268,Ford,F-150 XLT,2021,57000,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,–,None reported,Yes,43000
29568,29568,Chevrolet,Cruze LT,2012,148000,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,13000
40942,40942,Ford,F-150 XLT,2021,285000,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Gray,None reported,Yes,71999
46731,46731,Toyota,Camry LE,2001,153350,Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,5000
50311,50311,Jeep,Wrangler Unlimited Sahara,2017,66107,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black Clearcoat,Black,None reported,Yes,22995
15852,15852,Ford,Explorer XLT,2022,161000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,28450
43764,43764,Mazda,CX-7 Grand Touring,2007,118000,Gasoline,244.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,10500
49392,49392,Ford,Expedition Max King Ranch,2020,2437,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Gray,Black,None reported,Yes,68420
49790,49790,GMC,Sierra 1500 SLT,2013,80124,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,16500
21391,21391,Chevrolet,Corvette Base,2003,75000,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Beige,None reported,Yes,32100
28991,28991,BMW,M3 Base,2015,122770,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Red,None reported,Yes,27499
775,775,Audi,A4 2.0T Premium,2011,185000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,5500
30784,30784,Acura,TLX V6 Advance,2015,128000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,11500
38347,38347,Ford,Expedition Max XLT,2020,67072,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,38500
7295,7295,Mercedes-Benz,C-Class C 63 AMG,2015,75000,Gasoline,451.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,41500
43476,43476,BMW,X1 xDrive 28i,2017,53000,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,At least 1 accident or damage reported,Yes,29000
24995,24995,Chevrolet,Silverado 1500 LT,2019,53433,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,35900
9535,9535,Ford,Transit-350 XLT,2017,67500,Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,–,None reported,Yes,20000
7037,7037,Toyota,Yaris Base,2011,138071,Gasoline,106.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,None reported,Yes,31999
10547,10547,Audi,A6 2.0T Premium Plus,2016,68000,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,28000
29345,29345,BMW,X3 xDrive30i,2019,29000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,At least 1 accident or damage reported,Yes,36500
3542,3542,Genesis,GV70 2.5T,2022,21057,Gasoline,2.5L I4 16V PDI DOHC Turbo,Automatic,Alta White,Black,None reported,Yes,46995
681,681,Ford,Explorer XLT,2017,115000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,29000
15367,15367,Audi,A7 3.0T Premium Plus,2017,93400,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,Yes,29999
13329,13329,Lexus,RX 350 Base,2014,120000,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,14500
9506,9506,Ferrari,488 Spider Base,2017,13900,Gasoline,660.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,69250
45913,45913,BMW,540 i xDrive,2018,42650,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,31990
41709,41709,Volvo,V60 Cross Country T5,2022,10500,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,36500
8170,8170,Ford,Expedition Max Limited,2018,69600,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,–,None reported,Yes,30750
22979,22979,Audi,A8 L 3.0T,2018,55000,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,32000
19618,19618,GMC,Yukon Denali,2019,36526,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,47850
28647,28647,Land,Rover Range Rover P525 Westminster,2023,16120,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Rock Gray,None reported,Yes,86999
2809,2809,GMC,Yukon XL Denali,2018,47850,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,41000
42661,42661,Dodge,Viper SRT-10,2003,10800,Gasoline,500.0HP 8.3L 10 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Black,None reported,Yes,65499
18360,18360,Volkswagen,Golf R 4-Door w/DCC & Navigation,2016,79615,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,27500
42512,42512,Mercedes-Benz,C-Class C 300 4MATIC,2021,42200,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,Yes,28499
26866,26866,BMW,X6 M Base,2022,7000,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,70999
21390,21390,Dodge,Challenger SRT Hellcat,2016,80124,Gasoline,707.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,21000
20825,20825,Chevrolet,Camaro 1SS,2022,4437,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,57000
40251,40251,Chevrolet,Suburban LT,2017,83858,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,26499
45439,45439,GMC,Yukon Denali,2021,36500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,95000
46531,46531,Lincoln,Mark LT Base,2006,153843,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,8200
45572,45572,GMC,Acadia SLE,2020,27989,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,39650
53338,53338,Toyota,Camry Solara SLE V6,2007,159890,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,7700
12052,12052,Volvo,XC90 3.2,2011,82000,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,28500
17574,17574,Land,Rover Range Rover P400 SE SWB,2023,11650,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Silver,Black,None reported,Yes,10700
28348,28348,BMW,X6 M50i,2022,8700,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,229000
32256,32256,Ford,Explorer Sport Trac XLT,2011,202000,Gasoline,292.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,At least 1 accident or damage reported,Yes,9999
47597,47597,Audi,300 Touring,2003,134602,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,5200
49923,49923,RAM,1500 Laramie,2020,10458,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Delmonico Red Pearlcoat,Black,None reported,Yes,42886
27651,27651,Ford,F-150 Lariat,2018,36000,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,62000
20347,20347,Kia,Telluride SX,2020,38000,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Ebony Black,Black,None reported,Yes,52991
12289,12289,GMC,Grand Cherokee Laredo,2017,117000,E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Gray,None reported,Yes,29500
36692,36692,Land,Rover LR4 HSE LUX Landmark Edition,2016,63300,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,None reported,Yes,21000
20306,20306,Mitsubishi,Outlander SEL,2018,29000,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,13500
43071,43071,Jaguar,XF Premium,2012,127500,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,White,None reported,Yes,30000
32339,32339,Jaguar,XJ Base,2013,112000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,8800
18426,18426,Ford,Mustang GT Premium,2011,16000,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,22000
34492,34492,BMW,X5 xDrive40i,2022,41000,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Black,None reported,Yes,67100
36923,36923,Lexus,RX 450h Base,2015,124000,Hybrid,295.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,A/T,White,Beige,At least 1 accident or damage reported,Yes,24000
